Log file open, 09/12/23 16:21:15
LogConfig: CVar [[ClassesExcludedOnDedicatedClient:ObjectRedirector]] deferred - dummy variable created
LogConfig: CVar [[ClassesExcludedOnDedicatedClient:InterpCurveEdSetup]] deferred - dummy variable created
LogConfig: CVar [[ClassesExcludedOnDedicatedClient:MatineeActorCameraAnim]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.AllowStaticLighting]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.GBuffer]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.VelocityOutputPass]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.SelectiveBasePassOutputs]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.DBuffer]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.Shaders.Symbols]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.Shaders.GenerateSymbols]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.Shaders.WriteSymbols]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.Shaders.AllowUniqueSymbols]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.Shaders.ExtraData]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.Shaders.Optimize]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.CompileShadersForDevelopment]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.MobileHDR]] deferred - dummy variable created
LogConfig: CVar [[VersionedIntRValues:r.UsePreExposure]] deferred - dummy variable created
LogConfig: Applying CVar settings from Section [ViewDistanceQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [AntiAliasingQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [ShadowQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [GlobalIlluminationQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [ReflectionQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [PostProcessQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [TextureQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [EffectsQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [FoliageQuality@3] File [Scalability]
LogConfig: Applying CVar settings from Section [ShadingQuality@3] File [Scalability]
LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
LogInit: Selected Device Profile: [WindowsEditor]
LogDeviceProfileManager: Applying CVar settings loaded from the selected device profile: [WindowsEditor]
LogHAL: Display: Platform has ~ 32 GB [34215112704 / 34359738368 / 32], which maps to Largest [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
LogDeviceProfileManager: Going up to parent DeviceProfile []
LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
LogConfig: Applying CVar settings from Section [ConsoleVariables] File [D:/WATC/Unreal Projects/WATC_DMX_Previs/Saved/Config/WindowsEditor/Editor.ini]
LogInit: Computer: TRS-WORKSTATION
LogInit: User: three
LogInit: CPU Page size=4096, Cores=8
LogInit: High frequency timer resolution =10.000000 MHz
LogMemory: Memory total: Physical=31.9GB (32GB approx)
LogMemory: Platform Memory Stats for WindowsEditor
LogMemory: Process Physical Memory: 268.09 MB used, 268.10 MB peak
LogMemory: Process Virtual Memory: 231.20 MB used, 231.20 MB peak
LogMemory: Physical Memory: 15793.55 MB used,  16836.53 MB free, 32630.07 MB total
LogMemory: Virtual Memory: 31720.29 MB used,  42879.37 MB free, 74599.66 MB total
LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
LogTextureFormatETC2: Display: ETC2 Texture loading DLL: TextureConverter.dll
LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.5
LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
LogTargetPlatformManager: Display: Building Assets For Windows
LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
LogTargetPlatformManager: Loaded format module AudioFormatADPCM
LogTargetPlatformManager:   ADPCM
LogTargetPlatformManager:   PCM
LogTargetPlatformManager: Loaded format module AudioFormatBink
LogTargetPlatformManager:   BINKA
LogTargetPlatformManager: Loaded format module AudioFormatOgg
LogTargetPlatformManager:   OGG
LogTargetPlatformManager: Loaded format module AudioFormatOpus
LogTargetPlatformManager:   OPUS
LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
LogTargetPlatformManager: Loaded format module MetalShaderFormat
LogTargetPlatformManager:   SF_METAL
LogTargetPlatformManager:   SF_METAL_MRT
LogTargetPlatformManager:   SF_METAL_TVOS
LogTargetPlatformManager:   SF_METAL_MRT_TVOS
LogTargetPlatformManager:   SF_METAL_SM5
LogTargetPlatformManager:   SF_METAL_MACES3_1
LogTargetPlatformManager:   SF_METAL_MRT_MAC
LogTargetPlatformManager: Loaded format module ShaderFormatD3D
LogTargetPlatformManager:   PCD3D_SM6
LogTargetPlatformManager:   PCD3D_SM5
LogTargetPlatformManager:   PCD3D_ES31
LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
LogTargetPlatformManager:   GLSL_150_ES31
LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
LogTargetPlatformManager:   VVM_1_0
LogTargetPlatformManager: Loaded format module VulkanShaderFormat
LogTargetPlatformManager:   SF_VULKAN_SM5
LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
LogTargetPlatformManager:   SF_VULKAN_ES31
LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
LogWindows: WindowsPlatformFeatures enabled
LogInit: Physics initialised using underlying interface: Chaos
LogInit: Using OS detected language (en-US).
LogInit: Using OS detected locale (en-US).
LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
LogRendererCore: Ray tracing is disabled. Reason: r.RayTracing=0.
LogShaderCompilers: Display: Compiling shader autogen file: D:/WATC/Unreal Projects/WATC_DMX_Previs/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
LogShaderCompilers: Display: Compiling shader autogen file: D:/WATC/Unreal Projects/WATC_DMX_Previs/Intermediate/ShaderAutogen/PCD3D_ES31/AutogenShaderHeaders.ush
LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
LogDerivedDataCache: FDerivedDataBackendGraph:  Pak pak cache file D:/WATC/Unreal Projects/WATC_DMX_Previs/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
LogDerivedDataCache: FDerivedDataBackendGraph:  CompressedPak pak cache file D:/WATC/Unreal Projects/WATC_DMX_Previs/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1230 MiB)
LogDerivedDataCache: FDerivedDataBackendGraph:  EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
LogDerivedDataCache: Speed tests for C:/Users/three/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.02 seconds
LogDerivedDataCache: Display: Performance to C:/Users/three/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.27ms. RandomReadSpeed=209.25MBs, RandomWriteSpeed=112.13MBs. Assigned SpeedClass 'Local'
LogDerivedDataCache: Using Local data cache path C:/Users/three/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
LogVirtualization: VirtualizationSystem name found in ini file: None
LogVirtualization: FNullVirtualizationSystem mounted, virtualization will be disabled
LogShaderCompilers: Guid format shader working directory is 6 characters bigger than the processId version (D:/WATC/Unreal Projects/WATC_DMX_Previs/Intermediate/Shaders/WorkingDirectory/33600/).
LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/three/AppData/Local/Temp/UnrealShaderWorkingDir/7962EECC42C8B5EF9708C4AFB0DC8ABC/'.
LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
LogShaderCompilers: Display: Using Local Shader Compiler with 13 workers.
LogAssetRegistry: FAssetRegistry took 0.0253 seconds to start up
LogEditorDomain: Display: EditorDomain is Disabled
LogSerialization: UsePackageTrailer: 'false'
LogInit: Selected Device Profile: [WindowsEditor]
LogDeviceProfileManager: Active device profile: [00000937A720FA40][0000093788725000 50] WindowsEditor
LogDeviceProfileManager: Profiles: [00000937A720F500][000009379FC32800 50] Windows, [00000937A720FA40][0000093788725000 50] WindowsEditor, [00000937A720B7C0][000009379FE2C800 50] WindowsServer, [00000937A720F880][00000937A7740000 50] WindowsClient, [00000937A720BB40][00000937A7745000 50] IOS, [00000937A720B980][00000937A7747800 50] iPadAir2, [00000937A77E01C0][00000937A774C800 50] IPadPro, [00000937A77E0540][00000937A774A000 50] iPadAir3, [00000937A77E24C0][000009379FE22800 50] iPadAir4, [00000937A77E1340][00000937A77F0000 50] iPadMini4, [00000937A77E1C00][00000937A77F5000 50] iPadMini5, [00000937A77E0000][00000937A77F7800 50] iPadMini6, [00000937A77E7E00][00000937A7742800 50] iPhone6S, [00000937A77E8180][00000937A77FC800 50] iPhone7, [00000937A77E8500][00000937A77FA000 50] iPodTouch7, [00000937A77E1DC0][00000937A77C0000 50] iPhone6SPlus, [00000937A77E3800][00000937A77C5000 50] iPhone7Plus, [00000937A77E5780][00000937A77C7800 50] iPhoneSE, [00000937A77E7A80][00000937A77CA000 50] iPhone8, [00000937A77E40C0][00000937A77CC800 50] iPhone8Plus, [00000937A77E2300][00000937A77F2800 50] iPhoneX, [00000937A77E2680][00000937A77D0000 50] iPhoneXS, [00000937A77E3100][00000937A77D5000 50] iPhoneXSMax, [00000937A77E6AC0][00000937A77D7800 50] iPhoneXR, [00000937A77E0FC0][00000937A77DA000 50] iPhone11, [00000937A77E2840][00000937A77DC800 50] iPhone11Pro, [00000937A77E5400][00000937A77C2800 50] iPhone11ProMax, [00000937A77E32C0][00000937A7790000 50] iPhoneSE2, [00000937A77E8A40][00000937A7795000 50] iPhone12Mini, [00000937A77E5240][00000937A7797800 50] iPhone12, [00000937A77E6200][00000937A779A000 50] iPhone12Pro, [00000937A77E2A00][00000937A779C800 50] iPhone12ProMax, [00000937A77E1F80][00000937A77D2800 50] iPhone13Mini, [00000937A77E6040][00000937A77A0000 50] iPhone13, [00000937A77E71C0][00000937A77A5000 50] iPhone13Pro, [00000937A77E47C0][00000937A77A7800 50] iPhone13ProMax, [00000937A77E86C0][00000937A77AA000 50] iPadPro105, [00000937A77E3F00][00000937A77AC800 50] iPadPro129, [00000937A77E7700][00000937A7792800 50] iPadPro97, [00000937A77E8340][00000937A7820000 50] iPadPro2_129, [00000937A77E0E00][00000937A7825000 50] iPad5, [00000937A77E3480][00000937A7827800 50] iPad6, [00000937A77E7FC0][00000937A782A000 50] iPad7, [00000937A77E4280][00000937A782C800 50] iPad8, [00000937A77E8C00][00000937A77A2800 50] iPad9, [00000937A77E0A80][00000937A7830000 50] iPadPro11, [00000937A77E7540][00000937A7835000 50] iPadPro2_11, [00000937A77E6C80][00000937A7837800 50] iPadPro3_11, [00000937A77E1500][00000937A783A000 50] iPadPro3_129, [00000937A77E1A40][00000937A783C800 50] iPadPro4_129, [00000937A77E39C0][00000937A7822800 50] iPadPro5_129, [00000937A77E4EC0][00000937A7840000 50] AppleTV, [00000937A77E63C0][00000937A7845000 50] AppleTV4K, [00000937A77E5E80][00000937A7847800 50] TVOS, [00000937A77E9A00][00000937A784C800 50] Mac, [00000937A77E9840][00000937A784A000 50] MacEditor, [00000937A77E94C0][00000937A7832800 50] MacClient, [00000937A77E9BC0][00000937A7850000 50] MacServer, [00000937A77EA100][00000937A7857800 50] Linux, [00000937A77EA480][00000937A7855000 50] LinuxEditor, [00000937A77E6900][00000937A785A000 50] LinuxArm64Editor, [00000937A77E16C0][00000937A785C800 50] LinuxArm64, [00000937A77E7380][00000937A7842800 50] LinuxClient, [00000937A77EA9C0][00000937A7860000 50] LinuxArm64Client, [00000937A77E3B80][00000937A7865000 50] LinuxServer, [00000937A77E5B00][00000937A7867800 50] LinuxArm64Server, [00000937A77E6740][00000937A786A000 50] Android, [00000937A77E4D00][00000937A786C800 50] Android_Preview_OpenGL, [00000937A77E0700][00000937A7852800 50] Android_Preview_Vulkan, [00000937A77E4600][00000937A7870000 50] Android_Low, [00000937A77E9F40][00000937A7875000 50] Android_Mid, [00000937A77E5080][00000937A7877800 50] Android_High, [00000937A77E8F80][00000937A787A000 50] Android_Default, [00000937A77EA640][00000937A787C800 50] Android_Adreno4xx, [00000937A77E7C40][00000937A7862800 50] Android_Adreno5xx_Low, [00000937A77E2140][00000937A7880000 50] Android_Adreno5xx, [00000937A77E4980][00000937A7885000 50] Android_Adreno6xx, [00000937A77E0C40][00000937A7887800 50] Android_Adreno6xx_Vulkan, [00000937A77E8DC0][00000937A788A000 50] Android_Adreno7xx, [00000937A77E08C0][00000937A788C800 50] Android_Adreno7xx_Vulkan, [00000937A77EA2C0][00000937A7872800 50] Android_Mali_T6xx, [00000937A77E3D40][00000937A7890000 50] Android_Mali_T7xx, [00000937A77E2BC0][00000937A7895000 50] Android_Mali_T8xx, [00000937A77E9140][00000937A7897800 50] Android_Mali_G71, [00000937A77E5940][00000937A789A000 50] Android_Mali_G72, [00000937A77EAD40][00000937A789C800 50] Android_Mali_G72_Vulkan, [00000937A77E78C0][00000937A7882800 50] Android_Mali_G76, [00000937A77EB7C0][00000937A78A0000 50] Android_Mali_G76_Vulkan, [00000937A77E7000][00000937A78A5000 50] Android_Mali_G77, [00000937A77E5CC0][00000937A78A7800 50] Android_Mali_G77_Vulkan, [00000937A77E4B40][00000937A78AA000 50] Android_Mali_G78, [00000937A77EB440][00000937A78AC800 50] Android_Mali_G78_Vulkan, [00000937A77EA800][00000937A7892800 50] Android_Mali_G710, [00000937A77E3640][00000937A78B0000 50] Android_Mali_G710_Vulkan, [00000937A77EB280][00000937A78B5000 50] Android_Xclipse_920, [00000937A77EAB80][00000937A78B7800 50] Android_Xclipse_920_Vulkan, [00000937A77EC5C0][00000937A78BA000 50] Android_Vulkan_SM5, [00000937A77E55C0][00000937A78BC800 50] Android_PowerVR_G6xxx, [00000937A77E8880][00000937A78A2800 50] Android_PowerVR_GT7xxx, [00000937A77EB980][00000937A78D0000 50] Android_PowerVR_GE8xxx, [00000937A77EC780][00000937A78D5000 50] Android_PowerVR_GM9xxx, [00000937A77EB600][00000937A78D7800 50] Android_PowerVR_GM9xxx_Vulkan, [00000937A77E9300][00000937A78DA000 50] Android_TegraK1, [00000937A77E9680][00000937A78DC800 50] Android_Unknown_Vulkan, [00000937A77ED580][00000937A78B2800 50] Oculus_Quest, [00000937A77E9D80][00000937A7750000 50] Oculus_Quest2, [00000937A77EBD00][00000937A7755000 50] HoloLens, 
LogCsvProfiler: Display: Metadata set : deviceprofile="WindowsEditor"
LogMeshReduction: Using QuadricMeshReduction for automatic static mesh reduction
LogMeshReduction: Using SimplygonMeshReduction for automatic skeletal mesh reduction
LogMeshReduction: Using ProxyLODMeshReduction for automatic mesh merging
LogMeshReduction: No distributed automatic mesh merging module available
LogMeshMerging: No distributed automatic mesh merging module available
LogNetVersion: WATC_DMX_Previs 1.0.0, NetCL: 19505902, EngineNetVer: 23, GameNetVer: 0 (Checksum: 666873364)
LogSlate: Border
LogSlate: BreadcrumbButton
LogSlate: Default
LogSlate: Icons.Save
LogSlate: Icons.Toolbar.Settings
LogSlate: ListView
LogSlate: SoftwareCursor_CardinalCross
LogSlate: SoftwareCursor_Grab
LogSlate: TableView.DarkRow
LogSlate: TableView.Row
LogSlate: TreeView
SourceControl: Source control is disabled
SourceControl: Source control is disabled
SourceControl: Source control is disabled
LogNiagaraDebuggerClient: Niagara Debugger Client Initialized | Session: DEDE13394A3B8551BD36609943CEAF64 | Instance: 1C824D0D4764CCDF7D2C5A9561705067 (TRS-WORKSTATION-33600).
LogPython: Using Python 3.9.7
SourceControl: Source control is disabled
SourceControl: Source control is disabled
SourceControl: Source control is disabled
LogUProjectInfo: Found projects:
LogOpenImageDenoise: OIDN starting up
LogAndroidPermission: UAndroidPermissionCallbackProxy::GetInstance
LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
LogAudioCaptureCore: Display: No Audio Capture implementations found. Audio input will be silent.
LogDisplayClusterModule: Instantiating subsystem managers...
LogDisplayClusterRender: Registering factory for rendering device type: dc_dev_mono
LogDisplayClusterRender: Registered factory for rendering device type: dc_dev_mono
LogDisplayClusterRender: Registering factory for rendering device type: quad_buffer_stereo
LogDisplayClusterRender: Registered factory for rendering device type: quad_buffer_stereo
LogDisplayClusterRender: Registering factory for rendering device type: dc_dev_side_by_side
LogDisplayClusterRender: Registered factory for rendering device type: dc_dev_side_by_side
LogDisplayClusterRender: Registering factory for rendering device type: dc_dev_top_bottom
LogDisplayClusterRender: Registered factory for rendering device type: dc_dev_top_bottom
LogDisplayClusterRender: Registering factory for synchronization policy: none
LogDisplayClusterRender: Registered factory for synchronization policy: none
LogDisplayClusterRender: Registering factory for synchronization policy: ethernet
LogDisplayClusterRender: Registered factory for synchronization policy: ethernet
LogDisplayClusterRender: Registering factory for synchronization policy: ethernet_barrier
LogDisplayClusterRender: Registered factory for synchronization policy: ethernet_barrier
LogDisplayClusterRender: Registering factory for synchronization policy: nvidia
LogDisplayClusterRender: Registered factory for synchronization policy: nvidia
LogDisplayClusterModule: DisplayCluster module has been started
LogDisplayClusterProjection: Projection module has been instantiated
LogDisplayClusterProjection: Projection module startup
LogDisplayClusterProjection: Registering <camera> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: camera
LogDisplayClusterRender: Registered factory for projection type: camera
LogDisplayClusterProjection: Registering <simple> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: simple
LogDisplayClusterRender: Registered factory for projection type: simple
LogDisplayClusterProjection: Registering <mpcdi> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: mpcdi
LogDisplayClusterRender: Registered factory for projection type: mpcdi
LogDisplayClusterProjection: Registering <mesh> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: mesh
LogDisplayClusterRender: Registered factory for projection type: mesh
LogDisplayClusterProjection: Registering <easyblend> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: easyblend
LogDisplayClusterRender: Registered factory for projection type: easyblend
LogDisplayClusterProjection: Registering <vioso> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: vioso
LogDisplayClusterRender: Registered factory for projection type: vioso
LogDisplayClusterProjection: Registering <manual> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: manual
LogDisplayClusterRender: Registered factory for projection type: manual
LogDisplayClusterProjection: Registering <domeprojection> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: domeprojection
LogDisplayClusterRender: Registered factory for projection type: domeprojection
LogDisplayClusterProjection: Registering <link> projection policy factory...
LogDisplayClusterRender: Registering factory for projection type: link
LogDisplayClusterRender: Registered factory for projection type: link
LogDisplayClusterProjection: Projection module has started
LogDisplayClusterRemoteControlInterceptor: DisplayClusterRemoteControlInterceptor has been registered
FUdpSocketBuilder: Failed to bind FRemoteControlProtocolOSC_Server_127.0.0.1:8001 to 127.0.0.1:8001. Error code 20.
LogOSC: Warning: OSCServer 'FRemoteControlProtocolOSC_Server_127.0.0.1:8001' failed to bind to socket on 127.0.0.1:8001.
LogCollectionManager: Loaded 0 collections in 0.002840 seconds
LogFileCache: Scanning file cache for directory 'D:/WATC/Unreal Projects/WATC_DMX_Previs/Saved/Collections/' took 0.00s
LogFileCache: Scanning file cache for directory 'D:/WATC/Unreal Projects/WATC_DMX_Previs/Content/Developers/three/Collections/' took 0.00s
LogFileCache: Scanning file cache for directory 'D:/WATC/Unreal Projects/WATC_DMX_Previs/Content/Collections/' took 0.00s
LogUObjectArray: 31813 objects as part of root set at end of initial load.
LogUObjectAllocator: 9441200 out of 0 bytes used by permanent object pool.
LogUObjectArray: CloseDisregardForGC: 0/0 objects in disregard for GC pool
LogInit: Executing Class /Script/UnrealEd.CookCommandlet
LogInit: Initializing Editor Engine...
LogEngine: Initializing Engine...
LogStats: UGameplayTagsManager::InitializeManager -  0.000 s
LogAudioCaptureTimecodeProvider: Display: Audio Capture Timecode Provided initilization was skipped because UE is running in a commandlet. Use -useaudiocapturetimecode to force the initialization.
LogEngine: Warning: InitializeTimecodeProvider - Failed to intialize TimecodeProvider '/Engine/Transient.EditorEngine_0:Audio_Timecode_C_0'.
LogInit: Initializing FReadOnlyCVARCache
LogSubsystemCollection: Failed to initialize subsystem dependency (WorldPartitionSubsystem)
LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
LogAIModule: Creating AISystem for world Untitled
LogNetVersion: Set ProjectVersion to 1.0.0.0. Version Checksum will be recalculated on next use.
LogInit: Texture streaming: Disabled
LogCsvProfiler: Display: Metadata set : largeworldcoordinates="1"
LogInit: Initializing Editor Engine Completed
FUdpSocketBuilder: Failed to bind OSCServer_xTESogZTCE-nGrT49khLrQ to 127.0.0.1:7000. Error code 20.
LogOSC: Warning: OSCServer 'OSCServer_xTESogZTCE-nGrT49khLrQ' failed to bind to socket on 127.0.0.1:7000.
LogVPUtilitiesEditor: VP Scouting subsystem initialized.
BlueprintLog: New page: Editor Load
LogLevelSequenceEditor: LevelSequenceEditor subsystem initialized.
LogCook: Display: CookSettings for Memory: MemoryMaxUsedVirtual 0MiB, MemoryMaxUsedPhysical 16384MiB, MemoryMinFreeVirtual 0MiB, MemoryMinFreePhysical 1024MiB
LogCook: Display: Mobile HDR setting 1
LogCook: Display: Creating asset registry
LogAssetRegistry: Asset discovery search completed in 6.0439 seconds
LogCollectionManager: Fixed up redirectors for 0 collections in 0.000004 seconds (updated 0 objects)
LogCook: Display: Discovering localized assets for cultures: en
LogCook: Display: Unable to read previous cook inisettings for platform Windows invalidating cook
LogCook: Display: Clearing all cooked content for platform Windows
LogCook: Display: Sandbox cleanup took 0.211 seconds for platforms Windows
LogCook: Display: Checking global shaders for platform Windows
LogShaderCompilers: Display: Worker (7/13) finished batch of 10 jobs in 70.001s, FGSTwoForOneTransformCS [WorkerTime=45.152s], FSSDSpatialAccumulationCS [WorkerTime=19.562s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=2.318s], FVisualizeMeshDistanceFieldCS [WorkerTime=1.536s], FScreenVertexShaderVS [WorkerTime=0.340s], FCopyTextureCS_Texture2D_Texture3D_Int324 [WorkerTime=0.307s], FVisualizeTexturePS [WorkerTime=0.265s], FClearReplacementCS_Texture2DArray_Float4 [WorkerTime=0.210s], FCopyTextureCS_Texture2DArray_Texture2DArray_Uint324 [WorkerTime=0.201s], FCalibratedMapDerivedDataCS [WorkerTime=0.022s]
LogDerivedDataCache: C:/Users/three/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:04.376 and deleted 0 file(s) with total size 0 MiB.
LogShaderCompilers: Display: Worker (12/13) finished batch of 10 jobs in 62.031s, FGSConvolutionWithTextureCS [WorkerTime=49.274s], FBuildInstanceIdBufferAndCommandsFromPrimitiveIdsCs [WorkerTime=4.762s], FVisiblityRasterComputeCS [WorkerTime=2.638s], FSubsurfaceIndirectDispatchCS [WorkerTime=2.526s], FInstanceCull_CS [WorkerTime=1.536s], FTonemapCS [WorkerTime=0.542s], FDistortionMergeScreenPS [WorkerTime=0.283s], FHairIndBufferClearCS [WorkerTime=0.278s], FIcvfxWarpPS [WorkerTime=0.086s], FClearUIntGraphicPS [WorkerTime=0.008s]
LogShaderCompilers: Display: Worker (11/13) finished batch of 10 jobs in 65.586s, FPersistentClusterCull_CS [WorkerTime=39.024s], FGSTwoForOneTransformCS [WorkerTime=12.800s], FGSComplexTransformCS [WorkerTime=5.569s], FGSComplexTransformCS [WorkerTime=2.235s], FGSTwoForOneTransformCS [WorkerTime=1.611s], FGSComplexTransformCS [WorkerTime=1.489s], FHairStrandsVoxelTransmittanceMaskCS [WorkerTime=1.362s], FComposeVolumetricRTOverScenePS [WorkerTime=0.915s], FHairVisibilityCompactionComputeRasterCS [WorkerTime=0.420s], FIcvfxWarpPS [WorkerTime=0.029s]
LogShaderCompilers: Display: Worker (7/13) finished batch of 10 jobs in 65.900s, FGSTwoForOneTransformCS [WorkerTime=18.771s], FGSComplexTransformCS [WorkerTime=13.212s], FDeferredLightPS [WorkerTime=9.697s], FGSConvolutionWithTextureCS [WorkerTime=6.430s], FGSConvolutionWithTextureCS [WorkerTime=6.217s], FScreenProbeTraceVoxelsCS [WorkerTime=5.250s], FSubsurfaceIndirectDispatchCS [WorkerTime=3.753s], FDeferredLightPS [WorkerTime=2.376s], FIcvfxWarpPS [WorkerTime=0.063s], FIcvfxWarpPS [WorkerTime=0.036s]
